"id","aoguid","shortname","offname"
1048,d0a47da0-7b71-4740-a754-773535acd17e,ул,Столбовая
1049,d0cff7d9-20d9-4c2d-a857-2799e8d105ed,ул,Челябинская
1050,d12cec76-9a90-406a-9966-9e2d06be4e72,ул,Пионерская
1051,d188fd9f-c479-4a91-99d1-d1b3bfcdcc74,проезд,Ямбургский
1052,d19b0bcf-3b53-4916-a4aa-59487d3dcb80,ул,Андрея Бушуева
1053,d19e7204-dce8-4160-8bd4-13ada5e38b19,ул,Василия Гольцова
1054,d1fe261e-2bb2-4afe-8692-1adaa018a66f,проезд,Гурзуфский
1055,d2f58e16-ab1b-42f6-8492-ff3b339a59aa,ул,Сладковская
1056,d321d088-c91b-4807-a928-d79f879a1295,ул,Полярная
1057,d32c3eeb-8255-488b-8471-574ba7205814,проезд,Симферопольский
1058,d335afce-d36c-4693-94b8-b19e2ded657c,ул,Клубная
1059,d341d356-49e0-4396-9f8f-6c3e4615ad55,ул,Щербакова
1060,d36cb057-5770-41e9-88b8-f30971c5d962,ул,Боровая
1061,d416a976-73d8-4c90-9acb-b26db50bfe37,проезд,"3-й Слободской"
1062,d43fe940-50f9-4bf0-a912-e5de221b8069,ул,Голышмановская
1063,d44a20e4-3fbf-465b-b5bc-3a83effb39f8,ул,Василия Бахилова
1064,d45d03ed-d987-4124-9284-f7fea9f94520,ул,Менжинского
1065,d467ec85-0d7c-4cf0-b55d-7632a0153f01,ул,Юргинская
1066,d5120416-18d3-4f1e-ad7b-3ec4a3d19f9b,ул,Цимлянская
1067,d517c6ea-b7f9-4ac5-8552-4e1a83f7be92,ул,Мельникайте
1068,d520aabc-342c-45a8-8c89-1123f4c69494,ул,Земская
1069,d57321fe-dfef-4b49-a752-9e16bbfa74ac,ул,Рылеева
1070,d5ddd9c2-0ebf-4987-aed5-358fc60db06f,ул,Дамбовская
1071,d60e66eb-802a-425d-9772-502c11a9deb2,ул,Топчева
1072,d630b2a8-0f4a-468a-985d-768340e9ab34,пер,Юннатов
1073,d6406975-2e4f-4b85-82c1-f164c9f4016a,пер,Степной
1074,d70662c7-ea3b-4d03-82e7-02671869b537,ул,Гранитная
1075,d73b0df3-2d4b-41d1-8a18-f3a9de7772b1,ул,Оренбургская
1076,d75c30c7-b93f-44d8-b42d-b8c54e549194,проезд,"3-й Земской"
1077,d7698cac-ac05-40b0-a777-6bd6041006d3,ул,Фирменная
1078,d789062f-b104-4b27-9ceb-46d6d22a17c8,ул,Владимира Бахарева
1079,d81fa7eb-52e7-46d1-afa4-d7d58b2fe047,ул,Транспортная
1080,d85d1900-e1a0-48a4-84c4-34e32170ae1f,ул,Интернациональная
1081,d8b71201-30db-4ea3-af51-7d38dc472870,проезд,Танкистов
1082,d8db30d8-e0a6-4313-b343-c92df77ddfa5,ул,Энтузиастов
1083,d8e2d412-daf4-4430-86ef-39a875ffc868,ул,Муравленко
1084,d8ef3901-1a19-4e30-8db6-76a102442e22,ул,Беломорская
1085,d970b9a8-e84c-4905-a721-5aa29cff8b06,ул,Широтная
1086,d97bfd7d-2543-4952-bbfa-59c0ca7d6f64,ул,Карла Маркса
1087,d988fbb5-dae8-42ad-8ace-53d67156d32a,тракт,Червишевский
1088,d9b640f2-3734-4bfc-b876-e01b35640cb0,ул,Майская
1089,da1c5e64-bcbf-413e-bf25-e67ae9a9fd7a,ул,Ростовская
1090,da8c55c3-bb14-49e3-a02b-434f7615f043,ул,Шадринская
1091,daa79543-d4e1-4cf7-bd3a-5936e670aea8,ул,Салтыкова-Щедрина
1092,dab96fd4-346e-4fc5-bcdd-f808642b31fb,ул,Питерская
1093,dad140c7-44f1-4700-aa7b-e4f3a723a553,пер,Добрый
1094,dae516a7-6b52-4c79-b6f7-32c20a2cdf59,ул,Репина
1095,dae6f518-282c-499b-87df-b274d9db0fd8,проезд,Хоккейный
1096,dafc97ae-3a46-43b0-aca5-100ea6783222,пер,"5-й Красовского"
1097,db658ee9-a5e6-46ec-9ccb-12a5a494d306,ул,Стрелецкая
1098,db65e76a-12c9-4a8c-8805-45033061bf82,ул,Шишкова
1099,db79d586-5452-455d-b9a7-b2fcfb1a55d6,пер,Кузнечный
1100,db7eb642-bab2-4f87-93aa-84025dce9197,ул,Семипалатинская
1101,dc388fa1-80a3-4e36-be50-e6295244c5fa,пер,Вагонный
1102,dca96c02-612c-4cc9-89e2-5f635357f1c4,ул,Строителей
1103,dcfb927b-5f9e-42fa-a50e-469cd4103b7a,тракт,Велижанский 3 км
1104,dd089c2d-d4a5-43ed-8e4d-f9c925d434bf,ул,Военная
1105,dd242602-2492-448a-918c-c8c5e9145e91,пер,Береговой
1106,dd242cdd-5017-4212-b76d-4f234ee89326,пер,Уфимский
1107,dd4b9f41-36fe-4b0a-b7ae-27de10f16cee,ул,Казанская
1108,ddad658a-ad91-4520-8c28-a08bb3f3d817,ул,Запольная
1109,ddcee789-4e55-494c-9e9e-73287c3eedf7,пер,Промышленный
1110,de03421d-02e3-4904-8990-219958df3585,ул,Филатова
1111,de25f9d5-5dd9-4cba-9891-ebf86b5b184c,ул,Войновка
1112,de3f840c-51e8-4b41-941b-cc4a864046db,ул,Михаила Баранова
1113,de509ffa-ecfe-4b2e-ace2-0b615f612984,ул,Павла Рощевского
1114,de91d755-0e74-48e4-b6aa-78a4899ba334,ул,Нижнетавдинская
1115,de9d4c64-862f-4f8b-a7c5-2ce4d9b4c516,ул,Ялуторовская
1116,dedbc776-c15b-4ca1-bbc9-cd904f8ba655,ул,Якова Коровина
1117,def093ca-56f4-4916-82fa-1068efbf5cab,ул,Московская
1118,df700353-79e8-4cbe-94a6-5b5352867723,ул,Лавровая
1119,df8a632e-ba19-40b1-9bf4-97a237b437cb,ул,Мартовская 1-я
1120,dfd8d119-e6aa-46d4-a989-145b9683558a,ул,Калинина
1121,e0665d4a-96a9-45b2-a074-0ed8480dcbe2,ул,Строительная
1122,e0b04ad8-9ecf-4803-8802-f36cf7c97b24,ул,"70 лет Октября"
1123,e0ba371c-2662-4e17-825a-31149b3061d4,ул,Иртышская
1124,e0f34972-ae65-4a35-babb-3619b3195eec,ул,Семакова
1125,e0f89cf9-1155-49cc-97a5-9a4e13da7dc8,ул,Гайдара
1126,e1181a43-a65f-4b45-bd4b-96eb4b4595f9,пер,Благовещенский
1127,e162e688-3bd8-40f0-a54b-e96639e4301a,ул,Любимая
1128,e1ebeca0-d2ee-4495-844b-0feb279067b7,ул,Анатолия Шакшина
1129,e210ed78-100e-45e5-ac11-8f3a882d1364,ул,Дивная
1130,e21aec85-0f63-4367-b9bb-1943b2b5a8fb,ул,Мориса Тореза
1131,e221bbc6-3655-4b6b-80b2-e92a0640345e,ул,Ромашковая
1132,e242a513-5b0b-434c-af7a-9503446f29b7,ул,Харьковская
1133,e24f8c8b-2cfd-4687-8ba7-74ef130f9dbf,ул,Березовая
1134,e2b07fb1-e030-4d21-b4b4-c0ffccfe321f,ул,Осенняя
1135,e2bb18d6-d037-4a68-9a0c-9af02d8ecc52,проезд,"1-й Земской"
1136,e2d02e8e-c827-4a5b-9075-6d01a8f5dd53,ул,Михаила Базовкина
1137,e2d1daa4-226d-47be-9ead-5757053ac005,ул,Кремлевская
1138,e2d3a9db-6d76-4611-a749-4a772d81cdaa,ул,Выборгская
1139,e2d7aa9b-70ca-470f-9ec8-e061ac1d30bf,ул,Красноярская
1140,e2dbca44-694a-4740-a521-f59db9c60058,ул,Омская
1141,e3583e7c-a4bb-402d-ac43-54a4e77a9da2,ул,Профсоюзная
1142,e46e1e39-3c49-4161-8cb0-fcc7273131b4,ул,Крылова
1143,e4f3df42-9b23-40ed-a7a7-40a587ac1dfa,пер,Ленинградский
1144,e52b4ab3-deba-4409-862a-f02e0362f5ef,ул,Красноармейская
1145,e53986ed-0c45-459c-8cd4-60cb081b8bd4,ул,Тимирязева
1146,e5611368-76d1-4aee-b254-0a0e2dc0abbd,ул,Александровская
1147,e5701d7b-03a7-49f1-b6ab-2cc437c8b270,ул,Новгородская
1148,e599aab4-ea27-458f-a5e2-3ad6bd3f0801,ул,Земляной Вал
1149,e5d45036-e509-4a26-8d05-4f06da44f19e,ул,Амурская
1150,e5fdbff7-492e-46ef-b227-f4ee3a84501d,ул,Уездная
1151,e62d8dfe-27e9-4abd-860f-8acdc05b5dee,ул,Лопарева
1152,e64b406b-9178-48d2-a540-1e45a5bdd1ad,пер,Черняховского
1153,e65ad36a-b9f9-4fed-b090-e463f80b00f6,ул,Ипподромская
1154,e66c6b69-ef5e-4acd-9017-b887d23be656,проезд,"7-й Слободской"
1155,e695f0d7-a421-4463-ab58-fea5fb9f4715,тракт,Московский 5 км
1156,e6d95e76-cabb-4fec-a5b1-706eea0ce8cb,ул,Дмитрия Коротчаева
1157,e702b839-b726-4f9b-bcee-be2d1d198105,ул,Велижанская
1158,e7273e49-ce59-41c4-8b15-af3401a5ce04,пер,Пригородный
1159,e7496814-7198-47b5-9c9a-094ef8bf175e,ул,Теплотехников
1160,e762afc2-5e05-43a5-8b7e-eb24622ed611,ул,Бердюжская
1161,e78db869-3a27-415c-88c6-283cbe19de9e,ул,Плехановская
1162,e7994012-c676-4333-8a4a-7bc8f56490d2,ул,Самолетная
1163,e7a00905-52e4-454f-b570-72ce3e0286e6,ул,Минская
1164,e7fd9df1-6df6-4197-9b04-dafb2dded903,ул,Цветная
1165,e853fed5-a0bd-497b-a4dd-a84f2ff0b8e2,ул,Александра Митинского
1166,e934fc2e-39b8-4795-a400-65a3761d02dc,ул,Николая Никитина
1167,e9536d47-3f85-46eb-8f68-a3eb24e57484,ул,Ленская
1168,e959836c-bb7a-476d-af5a-20f3682d80f2,ул,Стартовая
1169,e97548e1-c56d-4c31-a555-ba4b43323d7d,ул,Пристанская
1170,e97a4730-9e76-4e8a-a8fc-8633a6e70f18,пер,Кондинский
1171,e9e322b1-2675-4a26-8663-451abf9cefd3,ул,Белоярская
1172,e9ff3ced-a0a9-476c-b9e2-fc5016e364ee,ул,Грибоедова
1173,ea3a64fe-63bb-4961-8c15-23f25e8afb83,ул,Тазовская
1174,ea5d14ad-7a2c-4eb8-a3cd-7bee9f70a797,ул,Почтовая
1175,ea82e506-b51d-4023-89c2-7ede945f5d0b,ул,Аккумуляторная
1176,eaea38b3-5d7a-4e3e-945a-5cc712fb0fc9,ул,Лебяжья
1177,ebe33db9-70be-4222-9a2c-079cbd7a81b2,тракт,Старый Тобольский
1178,ec09bef3-86e9-4ca0-9988-11fe65ca53b1,проезд,"2-й Слободской"
1179,ec4213a3-aff4-4d65-afa8-06d2813f7ea3,ул,Кубанская
1180,ec5a971e-d791-40c5-8731-1aa3e232ea1f,пер,Западный
1181,ec5a9a1c-1727-487d-bd8f-721da2fceb24,ул,Балтийская
1182,ec9c60fe-3b79-4817-b6e0-d40f4eab3959,ул,Судостроителей
1183,ecbd39d3-3d39-4661-b0ab-ea930ed49250,ул,Курчатова
1184,ecf4afec-beb3-4e7d-8d54-89cdcb4fae4d,ул,Толбинская
1185,ecf6e9a0-f31b-4dab-8319-7729e08e25d4,ул,Романа Новопашина
1186,ed0dcb04-4213-4bf7-809e-5d8a98fc635c,пер,Ключевой
1187,ed3374c0-5b48-4a78-94c0-1776609646d8,тракт,Салаирский 12 км
1188,ed7c93fe-6dc4-49ed-a696-5e7dfbf23dc0,ул,Щорса
1189,eda3fe8c-8284-4cab-a16f-2061635ed260,проезд,Ивовый
1190,edbacc8e-e561-4d83-b01a-a855d54be4e4,ул,Стрежевая
1191,edc1f7e3-5623-4850-b6e4-b64d48a317c4,ул,Односторонка Червишевского тракта
1192,edd31a56-968f-42fa-b605-e1e266dfaae7,проезд,Абатский
1193,eddff06d-73ee-404b-9a7c-eba320de0389,ул,Искусств
1194,edf2732b-bfb7-447a-a4f2-49bb4de93b0f,ул,Боровская
1195,edf88858-7059-4d14-8b39-ad2e6fdb06d4,ул,Спортивная
1196,ee5592ba-3183-496b-9dc1-827a4321edaf,ул,Ильи Кургузова
1197,eebfa9d5-2b5b-4309-89de-b9fda2941d02,ул,Вознесенская
1198,ef04462e-c6fb-4c99-994a-21eb6d745ff7,ул,Николая Ростовцева
1199,ef07c569-a824-44eb-9534-293bbdba793a,ул,Декабристов
1200,ef10ffa8-a958-40e6-a963-a082dcc95d6d,пер,Оловянникова
1201,ef82d406-f00c-4523-95e4-9614ab5d5814,ул,Елецкая
1202,efefd41c-ac0d-448e-b5ea-7375b5e980af,ул,Кооперативная
1203,f00269cb-384c-4f6f-98ee-b0e09b753a12,ул,Егорьевская
1204,f04cf94f-417a-4ad6-b458-54d1254cfaf2,проезд,Джанкойский
1205,f0961306-9f53-4bec-a831-c15091157710,ул,Петропавловская
1206,f0a34a02-36ab-43c8-a9a3-06fa0c0c34bc,ул,Тарская
1207,f0e830ef-9600-4905-b918-e196a0e07c09,ул,Торговая
1208,f1127b16-8a8e-4520-b1eb-6932654abdcd,ул,"50 лет ВЛКСМ"
1209,f11fcbe3-c04d-402a-bda1-88a9cec5b5e5,ул,Хлебная
1210,f1582b4e-922e-4eec-b957-1b8a344a39bd,ул,Тамбовская
1211,f166cc54-02fe-4d87-a916-dea8d015e387,ул,Текстильная
1212,f22b169b-7980-437a-8882-350d0a46a000,ул,Свердлова
1213,f28a215a-57c5-4d37-86ad-30960dee5d01,тракт,Салаирский 9 км
1214,f29afc1e-c5b2-4603-91c2-e302cacbb3b5,ул,Дмитрия Яника
1215,f2ad7548-bff5-4b91-92e5-4dc3cf3904f1,ул,Краснодарская
1216,f2d13071-d3c4-4709-9786-13ac1143b83d,ул,Ползунова
1217,f3031827-fc1e-44f6-81dd-ee07cde28d87,пер,Пышминский
1218,f3470e5f-09e9-4e4b-8885-a3106f8d1dc4,ул,"4-я Северная"
1219,f3732a13-6b96-4d33-82b7-fd715d56011f,ул,Восстания
1220,f3a8d5cc-9bc5-4dd3-826b-796d1373efe4,ул,Малышева
1221,f3b47198-33d8-4ed3-b654-1dc284c6ba24,ул,Ершова
1222,f40268cc-813b-403d-a07e-064086715956,тракт,Велижанский 15 км
1223,f410f00c-ffbd-463f-a907-4f6732eb6847,ул,Бийская
1224,f4289f77-3aca-4f98-ab00-f5300b658168,ул,Нагорная
1225,f47c1ca7-ab82-4c50-bd16-0087c9027506,проезд,Февральский
1226,f49ce3ef-bf0e-47ac-852a-1a3be6f4c8f1,ул,Механическая
1227,f4b6a31d-d500-4994-804a-02301cb1d26c,ул,Пархоменко
1228,f4f1a2a8-5733-450f-8d87-9f5fe2b3c5af,ул,Садовая
1229,f5010ec9-4f13-4b68-8bd5-d3dde5f71498,ул,Игарская
1230,f537ad33-0667-44c2-8f88-74e410020145,ул,Фармана Салманова
1231,f53d17b8-625d-4812-9d49-902af488f5d5,ул,Евгения Богдановича
1232,f5464543-8a3a-4ea5-a499-efffbca3ce32,ул,Раушана Абдуллина
1233,f5ba4d2f-375a-420c-a82f-0bb37dc1bccb,ул,Станкостроителей
1234,f5e984e5-1870-440e-a5e4-282153b79116,проезд,Бахчисарайский
1235,f6389ef1-76ca-4c01-b82b-3f064e6373cc,проезд,Аркадия Зенковского
1236,f6660701-d26c-45f0-b208-30882411f3cf,ул,Анатолия Замкова
1237,f68c0bbf-7419-41f4-9cd8-af181c24dd61,пер,Бородинский
1238,f726d824-77ac-45ad-833c-27dd2ff0d656,ул,Миусская
1239,f7e7237d-ba74-419b-84f8-287a701c5ec6,ул,Льва Цибулина
1240,f804c348-9b43-498d-a307-387103905bf0,ул,Хабаровская
1241,f8082ef0-edc7-4759-9f45-4f552b59e5d1,ул,Космонавтов
1242,f8094dc3-39a0-4712-b797-0ff1ff760bff,пер,Логовой
1243,f8137c46-b89b-4c5f-82f8-7e18cdbf1205,ул,Георгия Жукова
1244,f8c72de7-ae16-4010-b97f-b3ea116f8b28,ул,Лесопильная
1245,f8cd611d-5a42-4a04-8b9a-b18105d98b38,ул,Валерии Гнаровской
1246,f9330766-4f96-43cb-b5ef-410572b32435,ул,Таллинская
1247,f9380d7e-e4b4-44e1-aadf-226b7c4aaf43,тракт,Салаирский 18 км
1248,f95641c7-4dbe-4f78-b4ff-79d188fb6dc7,ул,Софьи Ковалевской
1249,f988498a-7bb4-4484-be16-822ae59d9f26,ул,Железнодорожная база
1250,f99d905d-39c0-4e2d-a0a8-7c853b5d8164,ул,Бориса Опрокиднева
1251,f9db9e06-193e-4a8b-a5ae-2c2240f67f56,проезд,Ивана Шемановского
1252,fa047aa8-ecb6-40bf-ada4-e4498d71f4e1,тракт,Салаирский 11 км
1253,fa0d736a-b26a-4b94-85e6-0c44bf47d544,проезд,Лыжный
1254,fa460251-6635-41db-bdec-fd6aec4a0e5f,ул,Флотская
1255,fa485f95-3e39-4d0b-b477-9e536281c2df,ул,Алексея Рогожина
1256,fa48951b-6d25-4bd1-990b-4ff595e8097e,ул,"6-я Западная"
1257,fa4a6b4c-d54e-40f9-8d99-459ce1b02730,ул,Торфяная
1258,fa62a06c-9693-4c31-8721-9ea0d1e42cfc,ул,Пуровская
1259,fa66480b-fe37-47be-b254-d356b4f2eea4,проезд,Григория Буракова
1260,fa68702a-b2f6-4104-a93b-4e3b7b8ee2e8,ул,Василия Левушкина
1261,fa97bff8-05ca-4fe6-b2c7-a5cedb863162,ул,Техническая
1262,faae9d7e-334d-449f-b9db-842d829159da,проезд,Виталия Тарасова
1263,fae60283-6ba5-40b6-8f7e-8dedfcd0d2ef,ул,Кубасова
1264,fb5ddc78-26f5-44bf-a533-25522e7df0f5,ул,Хамита Ярми
1265,fbb4c397-9a79-48b0-b98c-7c31f38462cd,пер,Деревообделочников
1266,fbc2ec1e-e46f-4f0f-a59b-9e6255184887,ул,Сталеваров
1267,fc423415-1c74-42d5-86d3-1d14900c133c,ул,Исетская
1268,fc4c168b-9a87-4e79-8171-e8d5b754206a,проезд,Мидхата Сафиуллина
1269,fc7128c5-2164-4d96-8821-3cd718862089,проезд,"1-й Губернский"
1270,fcd7281a-3775-419c-b9e5-af16c81a6f20,проезд,Майский
1271,fd4d0863-cd43-44fb-a40f-c24c7b351d50,ул,К.Заслонова
1272,fd663bda-c420-4b8a-bfed-c349257da281,проезд,"6-й Губернский"
1273,fd6d89e0-9b41-49cb-ab45-f20b9762c9df,ул,Валерия Черенцова
1274,fdaeebd2-83c2-42c7-bdbe-44ffea32bcc7,ул,Чукотская
1275,fe3793c3-373c-436b-bcd2-7a1f1555869b,ул,Давыдова
1276,fe3e9fb1-58f7-4cc5-9e4f-f9c001fddfa1,ул,Степана Третьякова
1277,fe596ef8-383b-42ea-bc3c-22cc2768dd22,ул,Пролетарская
1278,fe7453d2-8fd4-4ebe-988f-1a31aa8e1e55,тракт,Старый Тобольский 5 км
1279,fe7fc03e-146b-451a-b6da-9271a7406e7f,ул,Бабарынка
1280,fe873fb8-4ada-41fe-a3dd-1c99f4fcc00a,ул,Шебалдина
1281,fea52135-bf11-4634-84fd-6e0a86f698f6,пер,Целиноградский
1282,fed0114b-1f42-4872-97c1-b229885147df,ул,Николая Абрамова
1283,fef25308-fff6-4114-95b6-17d74510ef38,ул,Кишиневская
1284,ff90b765-8174-4a3b-98dc-358aa7b14495,ул,Ватутина
1285,ffae1a3e-7f13-4219-af8e-b52846eca6a7,тракт,Велижанский 6 км
1286,ffdc599f-7c26-40a3-8758-a5b3b975b0d4,ул,Неатбакова
